order_id,student_id,timestamp,courses,n_courses,order_revenue,is_bundle,order_number,is_repeat_order,days_since_previous_order
49,49,2026-09-06 14:51:02,AI агенты | Backend про,2,14950.0,True,1,False,
50,50,2026-09-02 10:32:55,Алгоритмы старт,1,8950.0,False,1,False,
51,51,2026-09-06 15:46:24,ML про,1,2237.5,False,1,False,
52,52,2026-08-10 18:12:59,К ВУЗу,1,6450.0,False,1,False,
53,53,2026-08-09 13:57:35,ML старт,1,4950.0,False,1,False,
54,54,2026-08-08 12:39:51,Алгоритмы старт,1,6490.0,False,1,False,
55,55,2026-09-06 15:35:13,AI агенты,1,2237.5,False,1,False,
56,56,2026-09-06 12:12:33,Backend старт,1,7475.0,False,1,False,
57,57,2026-08-10 00:14:10,ML старт,1,4950.0,False,1,False,
58,58,2026-08-09 16:12:46,Backend старт | ML старт | Алгоритмы старт,3,16390.0,True,1,False,
59,59,2026-09-06 13:32:21,ML про,1,8950.0,False,1,False,
60,60,2026-09-05 19:44:33,ML про,1,8950.0,False,1,False,
61,61,2026-08-27 19:44:33,ML про | ML старт,2,13950.0,True,1,False,
62,62,2026-08-09 18:47:09,Backend старт | Алгоритмы старт,2,9990.0,True,1,False,
63,63,2026-08-09 19:29:08,Data Engenering | Data Science,2,12900.0,True,1,False,
64,63,2026-09-07 05:24:57,Алгоритмы про,1,8950.0,False,2,True,28.413761574074073
65,64,2026-08-09 14:45:05,Алгоритмы,1,4995.0,False,1,False,
66,65,2026-08-09 18:45:20,Аналитика старт,1,6490.0,False,1,False,
67,66,2026-08-13 05:36:55,Алгоритмы старт,1,8745.0,False,1,False,
68,67,2026-08-10 18:01:06,Аналитика старт,1,6490.0,False,1,False,
69,67,2026-09-05 17:04:40,ML про,1,8950.0,False,2,True,25.960810185185185
70,68,2026-09-08 17:53:12,Алгоритмы про | Алгоритмы старт,2,15000.0,True,1,False,
71,69,2026-08-22 04:22:43,К ВУЗу,1,6950.0,False,1,False,
72,70,2026-08-18 19:10:04,Аналитика старт,1,8475.0,False,1,False,
73,71,2026-08-23 14:57:08,Алгоритмы,1,8450.0,False,1,False,
74,72,2026-09-07 19:19:58,AI агенты | ML про,2,13950.0,True,1,False,
75,73,2026-08-08 20:05:40,Алгоритмы старт,1,4995.0,False,1,False,
76,74,2026-09-06 10:34:28,AI агенты,1,8450.0,False,1,False,
77,75,2026-08-18 18:53:33,Аналитика про | Аналитика старт,2,16950.0,True,1,False,
78,76,2026-08-30 14:48:44,Алгоритмы про | Аналитика про,2,13950.0,True,1,False,
79,77,2026-08-31 17:54:30,Аналитика про,1,8450.0,False,1,False,
80,78,2026-09-08 05:10:30,Data Science,1,6950.0,False,1,False,
81,79,2026-08-14 04:09:52,Теория вероятностей,1,9950.0,False,1,False,
82,80,2026-09-09 04:53:08,ML про,1,6975.0,False,1,False,
83,81,2026-08-30 13:44:26,AI агенты,1,8450.0,False,1,False,
84,82,2026-08-11 12:46:14,Аналитика про | Аналитика старт,2,6490.0,True,1,False,
85,83,2026-08-10 07:52:44,Аналитика старт,1,6490.0,False,1,False,
86,84,2026-08-09 19:07:32,Backend старт,1,6490.0,False,1,False,
87,85,2026-08-24 15:57:32,Аналитика про,1,8950.0,False,1,False,
88,86,2026-08-10 16:16:30,Алгоритмы старт,1,4950.0,False,1,False,
89,87,2026-08-22 13:23:20,Алгоритмы про,1,7475.0,False,1,False,
90,88,2026-09-01 19:27:16,AI агенты,1,8950.0,False,1,False,
91,89,2026-08-09 10:44:19,Алгоритмы,1,9900.0,False,1,False,
92,90,2026-08-31 01:05:18,Алгоритмы старт,1,6975.0,False,1,False,
93,91,2026-08-24 00:44:40,ML старт,1,8950.0,False,1,False,
94,92,2026-08-21 15:14:39,Линейная алгебра,1,9950.0,False,1,False,
95,93,2026-08-10 05:56:12,К ВУЗу,1,6950.0,False,1,False,
96,94,2026-09-04 18:49:47,Backend про,1,8950.0,False,1,False,
97,95,2026-08-23 19:08:11,AI агенты | Аналитика про,2,14950.0,True,1,False,
98,96,2026-08-09 16:21:43,Аналитика старт,1,6490.0,False,1,False,
99,97,2026-09-06 17:27:55,Backend про,1,8950.0,False,1,False,
100,98,2026-08-23 14:14:48,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
101,99,2026-08-29 19:35:36,AI агенты,1,8450.0,False,1,False,
102,100,2026-09-07 09:30:42,Backend старт,1,8950.0,False,1,False,
103,101,2026-08-20 17:34:00,Алгоритмы старт,1,8745.0,False,1,False,
104,102,2026-09-07 12:59:48,AI агенты | ML про,2,12950.0,True,1,False,
105,103,2026-08-09 18:46:42,Аналитика старт,1,6490.0,False,1,False,
106,104,2026-08-23 21:00:30,AI агенты | ML про,2,14950.0,True,1,False,
107,105,2026-09-06 11:55:22,Аналитика про,1,8950.0,False,1,False,
108,106,2026-08-10 10:53:02,Backend старт | Алгоритмы старт,2,9900.0,True,1,False,
109,107,2026-08-23 18:28:17,AI агенты | Аналитика про,2,13950.0,True,1,False,
110,108,2026-09-09 04:53:08,AI агенты,1,6975.0,False,1,False,
111,109,2026-09-05 17:57:36,ML про,1,8950.0,False,1,False,
112,110,2026-09-07 10:27:06,AI агенты,1,8950.0,False,1,False,
113,111,2026-08-24 16:49:26,Аналитика про,1,8950.0,False,1,False,
114,112,2026-08-11 18:41:42,ML про | ML старт,2,16950.0,True,1,False,
115,113,2026-09-06 15:14:57,Аналитика про,1,8950.0,False,1,False,
116,114,2026-09-01 19:16:56,AI агенты | ML про,2,13950.0,True,1,False,
117,115,2026-09-01 13:09:50,Аналитика про,1,8945.0,False,1,False,
118,116,2026-08-25 10:01:02,АВ тестам | Аналитика про,2,14950.0,True,1,False,
119,117,2026-09-05 12:34:35,Аналитика про,1,8450.0,False,1,False,
120,118,2026-08-23 08:24:45,Backend про,1,8450.0,False,1,False,
121,119,2026-09-07 11:34:36,Алгоритмы про,1,8950.0,False,1,False,
122,120,2026-08-08 19:28:26,Аналитика старт,1,6490.0,False,1,False,
123,121,2026-08-25 11:38:56,AI агенты,1,8950.0,False,1,False,
124,122,2026-08-27 20:55:44,ML про | ML старт,2,14950.0,True,1,False,
125,123,2026-09-09 16:23:01,Data Science,1,6450.0,False,1,False,
126,124,2026-09-04 06:34:32,Линейная алгебра,1,9950.0,False,1,False,
127,125,2026-09-07 08:46:37,ML про,1,8950.0,False,1,False,
128,126,2026-08-05 13:22:41,ML старт,1,8745.0,False,1,False,
129,127,2026-09-05 17:27:41,ML про,1,8950.0,False,1,False,
130,128,2026-09-02 11:55:47,Аналитика про,1,8945.0,False,1,False,
131,129,2026-08-09 10:56:45,Аналитика старт,1,6490.0,False,1,False,
132,130,2026-08-15 14:59:16,Алгоритмы,1,9950.0,False,1,False,
133,131,2026-08-04 17:05:46,Backend старт,1,8745.0,False,1,False,
134,132,2026-08-13 11:39:13,Аналитика про,1,8745.0,False,1,False,
135,133,2026-08-16 09:59:37,Аналитика про | Аналитика старт,2,9900.0,True,1,False,
136,134,2026-08-31 08:06:47,Алгоритмы про,1,6975.0,False,1,False,
137,135,2026-08-08 20:00:19,ML старт | Алгоритмы старт,2,9990.0,True,1,False,
138,136,2026-08-27 08:57:04,AI агенты | Backend про,2,14950.0,True,1,False,
139,137,2026-08-05 15:01:16,Backend старт,1,8475.0,False,1,False,
140,138,2026-08-09 16:33:22,ML старт,1,6490.0,False,1,False,
141,138,2026-08-25 12:39:08,ML про,1,5750.0,False,2,True,15.837337962962962
142,139,2026-09-01 20:30:07,AI агенты | ML старт,2,13950.0,True,1,False,
143,140,2026-08-25 16:01:50,Аналитика старт,1,8450.0,False,1,False,
144,141,2026-08-24 14:48:12,Алгоритмы старт,1,7475.0,False,1,False,
145,142,2026-08-11 15:49:13,Аналитика старт,1,6490.0,False,1,False,
146,143,2026-08-16 13:21:36,К ВУЗу,1,6950.0,False,1,False,
147,144,2026-08-29 11:51:08,Аналитика про | Аналитика старт,2,8950.0,True,1,False,
148,144,2026-09-01 15:30:39,Аналитика про,1,8950.0,False,2,True,3.1524421296296294
149,145,2026-08-30 13:06:05,Аналитика про,1,8950.0,False,1,False,
150,146,2026-08-20 16:27:30,К ВУЗу,1,6950.0,False,1,False,
151,147,2026-09-05 19:46:01,ML про | ML старт,2,14950.0,True,1,False,
152,148,2026-08-25 09:49:25,AI агенты,1,7475.0,False,1,False,
153,149,2026-08-23 16:50:14,ML про,1,8950.0,False,1,False,
154,150,2026-09-06 13:11:45,Backend про,1,8950.0,False,1,False,
155,151,2026-09-06 11:31:11,Аналитика про,1,7475.0,False,1,False,
156,152,2026-08-10 08:42:13,ML старт,1,6490.0,False,1,False,
157,153,2026-08-13 18:30:59,Алгоритмы,1,5750.0,False,1,False,
158,154,2026-09-06 13:40:03,Алгоритмы про,1,8950.0,False,1,False,
159,155,2026-09-05 10:20:56,Backend про | Backend старт,2,14950.0,True,1,False,
160,155,2026-09-05 12:13:44,Алгоритмы старт,1,7000.0,False,2,True,0.07833333333333334
161,156,2026-08-22 10:54:14,Алгоритмы про | Алгоритмы старт,2,14950.0,True,1,False,
162,157,2026-08-31 06:39:53,AI агенты | ML про,2,14950.0,True,1,False,
163,158,2026-08-10 12:37:30,Backend старт | Алгоритмы,2,9400.0,True,1,False,
164,159,2026-08-05 12:56:32,Backend про | Backend старт,2,16950.0,True,1,False,
165,160,2026-08-09 02:39:44,Аналитика старт,1,4995.0,False,1,False,
166,161,2026-08-08 19:49:42,Backend старт | Алгоритмы старт,2,9990.0,True,1,False,
167,162,2026-08-15 12:51:04,К ВУЗу,1,6950.0,False,1,False,
168,163,2026-08-26 01:23:32,AI агенты,1,8450.0,False,1,False,
169,164,2026-08-10 13:08:15,ML старт,1,8745.0,False,1,False,
170,165,2026-08-25 07:21:38,Аналитика про,1,8450.0,False,1,False,
171,166,2026-08-06 12:15:46,К ВУЗу,1,6950.0,False,1,False,
172,167,2026-08-09 09:07:16,ML старт | Алгоритмы старт,2,9900.0,True,1,False,
173,168,2026-08-25 06:26:04,AI агенты | ML про,2,14950.0,True,1,False,
174,169,2026-09-05 15:47:16,Аналитика про,1,8950.0,False,1,False,
175,170,2026-08-12 17:51:00,ML старт,1,6000.0,False,1,False,
176,171,2026-08-31 18:20:33,Аналитика про,1,8950.0,False,1,False,
177,172,2026-08-23 16:29:57,AI агенты,1,8950.0,False,1,False,
178,173,2026-08-11 07:48:36,ML старт | Алгоритмы старт,2,9900.0,True,1,False,
179,174,2026-09-05 18:41:16,ML про | Алгоритмы про,2,14950.0,True,1,False,
180,175,2026-08-13 16:14:01,Теория вероятностей,1,9950.0,False,1,False,
181,176,2026-08-09 16:29:58,Алгоритмы,1,6490.0,False,1,False,
182,177,2026-08-28 10:47:56,Аналитика старт,1,8950.0,False,1,False,
183,178,2026-08-26 09:15:13,AI агенты,1,8950.0,False,1,False,
184,179,2026-08-12 02:06:02,Аналитика старт,1,6490.0,False,1,False,
185,180,2026-09-06 16:23:30,Алгоритмы старт,1,2237.5,False,1,False,
186,181,2026-09-01 18:44:37,Аналитика про,1,8950.0,False,1,False,
187,182,2026-09-02 10:14:11,Backend про,1,8950.0,False,1,False,
188,183,2026-08-08 10:08:11,Backend старт,1,6490.0,False,1,False,
189,184,2026-08-09 17:20:07,Алгоритмы старт,1,4950.0,False,1,False,
190,185,2026-08-27 14:36:47,AI агенты | ML про,2,13950.0,True,1,False,
191,186,2026-08-10 06:13:10,Алгоритмы старт,1,4950.0,False,1,False,
192,187,2026-08-09 18:48:05,Алгоритмы старт | Аналитика старт,2,8990.0,True,1,False,
193,188,2026-09-06 01:03:43,Backend про,1,6975.0,False,1,False,
194,189,2026-09-01 07:49:46,Аналитика старт,1,8945.0,False,1,False,
195,190,2026-09-09 02:52:43,Мат анализ,1,9950.0,False,1,False,
196,191,2026-08-27 15:11:14,AI агенты | Алгоритмы | Мат анализ | Теория вероятностей,4,29850.0,True,1,False,
197,192,2026-08-24 15:05:04,AI агенты | ML про,2,14950.0,True,1,False,
198,193,2026-09-06 11:49:34,AI агенты,1,8450.0,False,1,False,
199,194,2026-08-24 16:25:21,Алгоритмы старт,1,8950.0,False,1,False,
200,195,2026-09-01 10:54:53,AI агенты,1,8450.0,False,1,False,
201,196,2026-09-10 06:09:12,Линейная алгебра,1,9950.0,False,1,False,
202,197,2026-09-04 15:39:31,AI агенты | Backend про,2,14950.0,True,1,False,
203,198,2026-09-04 16:44:57,Аналитика старт,1,7475.0,False,1,False,
204,199,2026-08-21 09:02:18,Мат анализ,1,9950.0,False,1,False,
205,200,2026-08-22 19:40:16,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
206,201,2026-08-24 17:28:20,Data Science,1,6950.0,False,1,False,
207,202,2026-08-25 19:24:14,AI агенты | Backend про,2,14950.0,True,1,False,
208,203,2026-08-23 20:42:20,AI агенты | Аналитика про,2,14950.0,True,1,False,
209,204,2026-09-07 13:39:13,ML про,1,8950.0,False,1,False,
210,205,2026-09-03 15:01:50,Аналитика про,1,8950.0,False,1,False,
211,206,2026-08-09 13:00:12,Backend старт | Алгоритмы,2,9990.0,True,1,False,
212,207,2026-08-09 10:15:38,Алгоритмы старт,1,6490.0,False,1,False,
213,208,2026-08-13 19:25:17,К ВУЗу,1,6450.0,False,1,False,
214,209,2026-08-23 06:58:29,Backend про,1,8950.0,False,1,False,
215,210,2026-09-05 17:12:38,Аналитика старт,1,7475.0,False,1,False,
216,211,2026-08-22 11:08:24,AI агенты | ML про,2,14950.0,True,1,False,
217,212,2026-09-09 15:03:44,Алгоритмы про | Алгоритмы старт,2,14950.0,True,1,False,
218,213,2026-08-23 20:58:38,Аналитика про,1,8950.0,False,1,False,
219,214,2026-09-07 14:02:50,AI агенты,1,8950.0,False,1,False,
220,215,2026-08-24 03:22:36,Алгоритмы про,1,6975.0,False,1,False,
221,216,2026-08-23 18:13:18,AI агенты,1,7475.0,False,1,False,
222,217,2026-08-10 14:24:20,К ВУЗу,1,6950.0,False,1,False,
223,218,2026-08-22 09:03:23,Backend про | Алгоритмы про,2,16950.0,True,1,False,
224,219,2026-08-28 13:23:53,Мат анализ,1,9950.0,False,1,False,
225,220,2026-08-22 19:19:35,Линейная алгебра,1,9950.0,False,1,False,
226,221,2026-08-23 07:41:37,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
227,222,2026-08-05 18:52:56,Backend про | Backend старт,2,15950.0,True,1,False,
228,223,2026-08-09 20:27:29,Алгоритмы старт,1,6490.0,False,1,False,
229,224,2026-09-09 08:55:28,Аналитика про,1,8450.0,False,1,False,
230,225,2026-08-05 14:22:34,АВ тестам,1,8745.0,False,1,False,
231,226,2026-09-01 17:03:44,ML старт,1,7475.0,False,1,False,
232,227,2026-08-08 20:08:33,ML старт | Алгоритмы старт,2,9450.0,True,1,False,
233,228,2026-08-09 19:02:28,Data Science,1,6450.0,False,1,False,
234,228,2026-09-07 07:42:35,AI агенты,1,8950.0,False,2,True,28.527858796296297
235,229,2026-08-14 04:19:44,Теория вероятностей,1,9950.0,False,1,False,
236,229,2026-08-23 15:38:51,AI агенты,1,8450.0,False,2,True,9.471608796296296
237,230,2026-09-03 15:07:18,Аналитика про,1,8950.0,False,1,False,
238,231,2026-09-01 18:08:01,Алгоритмы | Дискретка | Линейная алгебра | Мат анализ | Теория вероятностей,5,41225.0,True,1,False,
239,232,2026-08-09 10:47:20,Аналитика старт,1,6490.0,False,1,False,
240,233,2026-08-08 18:51:08,Аналитика старт,1,6490.0,False,1,False,
241,234,2026-08-12 06:04:03,ML старт,1,4950.0,False,1,False,
242,235,2026-08-23 16:04:24,AI агенты,1,8450.0,False,1,False,
243,236,2026-08-29 05:27:29,ML про,1,7475.0,False,1,False,
244,237,2026-08-23 13:29:45,AI агенты,1,8950.0,False,1,False,
245,238,2026-09-05 13:28:56,Backend про,1,8950.0,False,1,False,
246,239,2026-08-31 17:06:09,Аналитика про,1,8450.0,False,1,False,
247,240,2026-08-22 18:00:15,Алгоритмы про,1,6450.0,False,1,False,
248,241,2026-08-30 17:07:59,Backend старт,1,8950.0,False,1,False,
249,242,2026-08-29 13:44:52,ML про,1,8950.0,False,1,False,
250,243,2026-08-24 10:40:35,AI агенты,1,8950.0,False,1,False,
251,244,2026-09-02 10:24:40,Алгоритмы старт,1,8950.0,False,1,False,
252,245,2026-09-05 15:54:58,Backend про,1,8950.0,False,1,False,
253,246,2026-09-07 16:45:55,Мат анализ,1,9950.0,False,1,False,
254,247,2026-09-01 14:59:35,ML про | ML старт,2,14950.0,True,1,False,
255,248,2026-08-22 13:43:42,ML про,1,7475.0,False,1,False,
256,249,2026-08-07 19:38:55,К ВУЗу,1,6950.0,False,1,False,
257,250,2026-09-05 14:54:24,Backend про | Backend старт,2,14950.0,True,1,False,
258,251,2026-09-06 18:05:45,Мат анализ,1,9950.0,False,1,False,
259,252,2026-09-03 16:36:15,Backend про,1,8950.0,False,1,False,
260,253,2026-08-30 17:04:49,AI агенты,1,8950.0,False,1,False,
261,254,2026-09-07 14:53:39,Алгоритмы про | Алгоритмы старт,2,14950.0,True,1,False,
262,255,2026-08-26 14:52:53,ML старт,1,8950.0,False,1,False,
263,256,2026-08-08 17:54:37,ML старт,1,5990.0,False,1,False,
264,257,2026-08-23 20:56:06,Backend про,1,8450.0,False,1,False,
265,258,2026-08-10 15:03:03,Алгоритмы,1,6490.0,False,1,False,
266,259,2026-08-08 07:59:01,ML про,1,8745.0,False,1,False,
267,260,2026-08-12 05:32:11,Алгоритмы | Алгоритмы про,2,9900.0,True,1,False,
268,261,2026-09-06 16:06:04,AI агенты,1,8950.0,False,1,False,
269,262,2026-08-09 09:10:55,Backend про,1,6490.0,False,1,False,
270,263,2026-08-22 19:53:10,ML про,1,8950.0,False,1,False,
271,263,2026-08-25 03:19:38,AI агенты,1,6000.0,False,2,True,2.310046296296296
272,264,2026-09-02 18:37:57,Backend про | Алгоритмы,2,8450.0,True,1,False,
273,265,2026-08-08 16:25:28,ML старт,1,5990.0,False,1,False,
274,266,2026-09-02 11:33:22,Мат анализ,1,10000.0,False,1,False,
275,267,2026-08-31 08:26:17,Аналитика про,1,8950.0,False,1,False,
276,268,2026-08-24 12:52:49,AI агенты,1,8950.0,False,1,False,
277,269,2026-08-25 22:26:03,Backend про,1,7475.0,False,1,False,
278,270,2026-09-05 14:08:51,Аналитика про,1,8950.0,False,1,False,
279,271,2026-09-03 12:55:50,ML про | Алгоритмы про,2,14950.0,True,1,False,
280,272,2026-08-31 18:34:40,Аналитика про,1,8950.0,False,1,False,
281,273,2026-09-03 08:17:51,ML про,1,8950.0,False,1,False,
282,274,2026-08-30 23:37:30,Аналитика про,1,6975.0,False,1,False,
283,275,2026-08-13 09:51:23,Алгоритмы старт,1,8745.0,False,1,False,
284,275,2026-09-06 11:58:58,AI агенты | ML про,2,13950.0,True,2,True,24.088599537037037
285,276,2026-08-15 12:43:23,ML старт | Алгоритмы старт,2,5750.0,True,1,False,
286,277,2026-08-22 11:24:53,Backend про,1,5750.0,False,1,False,
287,278,2026-09-06 17:31:06,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
288,279,2026-08-09 09:48:26,Аналитика старт,1,6490.0,False,1,False,
289,280,2026-08-05 16:37:02,ML старт,1,8245.0,False,1,False,
290,281,2026-08-11 12:02:08,ML старт,1,4950.0,False,1,False,
291,282,2026-08-09 18:55:57,ML про,1,8745.0,False,1,False,
292,283,2026-09-09 13:34:09,AI агенты | ML про,2,14950.0,True,1,False,
293,284,2026-08-30 11:56:49,ML про,1,6975.0,False,1,False,
294,285,2026-08-30 08:22:49,AI агенты | ML про,2,13950.0,True,1,False,
295,286,2026-08-09 16:16:39,Аналитика старт,1,6490.0,False,1,False,
296,287,2026-08-19 07:46:07,Data Science,1,6950.0,False,1,False,
297,288,2026-09-02 08:57:12,Аналитика про,1,8945.0,False,1,False,
298,289,2026-08-28 16:24:51,AI агенты,1,8950.0,False,1,False,
299,290,2026-08-23 16:53:02,Аналитика старт,1,7475.0,False,1,False,
300,291,2026-08-06 10:06:16,Линейная алгебра | Мат анализ,2,19900.0,True,1,False,
301,292,2026-09-06 12:59:39,ML про,1,6975.0,False,1,False,
302,293,2026-08-22 11:35:35,Backend про,1,8950.0,False,1,False,
303,294,2026-08-06 10:39:31,Линейная алгебра,1,9950.0,False,1,False,
304,295,2026-08-06 10:14:55,К ВУЗу,1,6950.0,False,1,False,
305,296,2026-09-01 10:46:43,Аналитика старт,1,8950.0,False,1,False,
306,297,2026-08-22 17:26:07,Алгоритмы,1,8450.0,False,1,False,
307,298,2026-08-23 18:48:14,Аналитика про,1,6975.0,False,1,False,
308,299,2026-08-24 16:58:19,Аналитика про,1,8950.0,False,1,False,
309,300,2026-09-06 17:58:00,Data Science,1,6950.0,False,1,False,
310,301,2026-08-31 20:57:15,ML старт | Аналитика старт,2,17950.0,True,1,False,
311,302,2026-09-04 15:20:47,Аналитика про,1,7475.0,False,1,False,
312,303,2026-09-04 15:21:52,ML про | ML старт,2,14950.0,True,1,False,
313,304,2026-08-11 15:52:40,К ВУЗу,1,6950.0,False,1,False,
314,305,2026-08-31 17:03:19,Алгоритмы про | Алгоритмы старт,2,14950.0,True,1,False,
315,306,2026-09-06 16:18:59,ML старт,1,8950.0,False,1,False,
316,307,2026-08-23 15:39:57,Аналитика про,1,8450.0,False,1,False,
317,308,2026-08-08 14:05:17,Backend старт | Алгоритмы старт,2,9900.0,True,1,False,
318,309,2026-09-05 09:55:40,ML про,1,8950.0,False,1,False,
319,310,2026-09-06 16:38:02,AI агенты | ML про,2,14950.0,True,1,False,
320,311,2026-08-11 16:15:41,ML старт | Алгоритмы старт,2,9900.0,True,1,False,
321,312,2026-08-23 09:59:13,Аналитика про,1,7475.0,False,1,False,
322,313,2026-08-07 11:58:49,Мат анализ,1,9450.0,False,1,False,
323,314,2026-08-28 18:44:36,Аналитика старт,1,8950.0,False,1,False,
324,315,2026-08-23 16:40:25,AI агенты | Backend про,2,14950.0,True,1,False,
325,316,2026-08-14 12:59:02,АВ тестам,1,4495.0,False,1,False,
326,317,2026-09-04 13:16:14,Аналитика про,1,8950.0,False,1,False,
327,318,2026-09-03 17:23:38,Аналитика про,1,8450.0,False,1,False,
328,319,2026-08-09 17:25:06,ML старт,1,4950.0,False,1,False,
329,320,2026-08-08 19:54:31,Алгоритмы старт | Аналитика старт,2,9990.0,True,1,False,
330,321,2026-08-09 16:24:15,ML старт,1,6490.0,False,1,False,
331,322,2026-08-28 14:03:47,ML про | Алгоритмы старт,2,14950.0,True,1,False,
332,323,2026-08-09 18:56:09,Backend старт | Алгоритмы,2,9990.0,True,1,False,
333,324,2026-08-31 19:22:31,AI агенты,1,8450.0,False,1,False,
334,325,2026-08-06 11:41:17,Линейная алгебра,1,9950.0,False,1,False,
335,326,2026-09-04 10:55:46,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
336,327,2026-09-06 12:45:38,AI агенты,1,8950.0,False,1,False,
337,328,2026-09-05 10:58:26,ML про | Аналитика про,2,14950.0,True,1,False,
338,329,2026-08-09 16:51:47,Алгоритмы старт,1,6490.0,False,1,False,
339,330,2026-09-03 15:10:16,Аналитика про | Аналитика старт,2,14950.0,True,1,False,
340,331,2026-08-09 16:31:09,Алгоритмы старт | Аналитика старт,2,9990.0,True,1,False,
341,332,2026-08-12 06:44:05,ML старт,1,9900.0,False,1,False,
342,333,2026-08-08 18:25:13,Аналитика старт,1,6490.0,False,1,False,
343,334,2026-08-07 11:16:14,Линейная алгебра | Мат анализ,2,19900.0,True,1,False,
344,335,2026-08-09 16:07:42,ML старт | Алгоритмы старт,2,9900.0,True,1,False,
345,336,2026-08-09 13:48:41,ML старт | Алгоритмы старт,2,9900.0,True,1,False,
346,337,2026-09-09 15:41:19,Алгоритмы про,1,7475.0,False,1,False,
